FU-2430,Камчатское АП ОАО,Германия
KG-5609,РУССЭЙР,Гваделупа
YK-6187,СКОЛ,Египет
RG-5229,Восток,Американское Самоа
RU-4313,Победа,Гуам
GY-1669,РусДжет,Австралия
OI-3482,ВЕКТОР АПК ООО,Гаити
RU-7226,Амурская авиабаза,Кокосовые (Килинг) острова
SI-9520,Уральские авиалинии,Боливия, Многонациональное Государство
OC-4239,Вологодское АП,Гернси
MS-4667,Уральские авиалинии,Бенин
NK-1136,Победа,Иран, Исламская Республика
YW-1620,Бурал,Гвинея
MG-2010,Геликс,Вьетнам
FC-4461,Ай Флай,Конго
ZW-7023,Авиа Менеджмент Груп,Гуам
QN-9688,Сибирь,Гуам
CJ-8819,Северо-Запад,Ботсвана
GW-4965,Амур,Камерун
JJ-7248,Роствертол-Авиа, ЗАО,Греция
FC-2149,Авиа Менеджмент Груп,Багамы
RD-6287,Нарьян-Марский ОАО,Зимбабве
SG-2687,Абакан Эир,Австралия
BU-8414,Абакан Эир,Гернси
RS-4546,ПАНХ АК ООО (Улан-Удэ),Корея, Народно-Демократическая Республика
XW-6443,Вологодское АП,Антарктида
SW-1781,Нарьян-Марский ОАО,Виргинские острова, США
UV-4944,АЭРОКУЗБАСС,Ботсвана
XU-6527,Ред Вингс АО,Бахрейн
DD-2820,Северо-Запад,Испания
eB-8617,ДОНАВИА,Бельгия
CD-2406,Камчатское АП ОАО,Гернси
FJ-4792,Вологодское АП,Азербайджан
DB-2270,Аэропорт Оренбург,Доминика
ZJ-3043,Аэролимузин,Американское Самоа
WR-7208,Икар ООО,Конго, Демократическая Республика
HY-5068,Космос,Дания
UX-3538,Сибирь,Джерси
OF-1551,Авиакомпания «Лайт Эйр»,Индонезия
ID-9599,Арт Авиа,Бутан
AS-6691,Аврора,Иордания
YC-9075,Авиакон Цитотранс,Афганистан
DU-9521,Аэропорт Оренбург,Гернси
KZ-9559,ТУРУХАН,Гондурас
IR-3894,РусДжет,Грузия
PT-2544,Ай Флай,Багамы
IQ-6400,МЧС России ФГУАП,Бутан
FN-3582,Авиастар-ТУ,Бурунди
KB-6265,Конверс Авиа,Гибралтар
HL-2076,Восток,Джерси
UA-2676,Ангара АК ЗАО,Вьетнам
WN-9159,Газпром авиа ООО,Антигуа и Барбуда
XS-5255,Нарьян-Марский ОАО,Бахрейн
CH-6659,Универсал-Авиа ГУП РК,Аргентина
TS-4515,Грозный Авиа ПАО,Бразилия
SC-3649,ИрАэро АК АО,Конго
KO-9315,Полярные авиалинии АО,Беларусь
eI-9006,ВОЛГА-ДНЕПР,Бруней-Даруссалам
DP-3656,КрасАвиа,Гибралтар
UA-9386,Бурал,name
JN-9499,АТРАН,Иордания
GP-2004,РКП «АК «Тува Авиа»,Бурунди
YT-3718,Уральские авиалинии,Западная Сахара
TU-6300,МЧС России ФГУАП,Бермуды
PR-1749,Уральские авиалинии,Кабо-Верде
IM-4240,ВИМ-АВИА,Китай
JH-5529,СКОЛ,Афганистан
OU-2175,Россия Авиакомпания АО,Гибралтар
MV-3711,МАЦ,Ангилья
SK-7400,Когалымавиа ООО,Испания
HV-7526,Авиа Менеджмент Груп,Греция
JT-4249,АРКТИКА,Бонайре, Саба и Синт-Эстатиус
WS-4071,ПАНХ АК ООО (Улан-Удэ),Италия
VA-7018,Авиакон Цитотранс,Бонайре, Саба и Синт-Эстатиус
ZV-7510,АэроГео,Боливия, Многонациональное Государство
BX-3027,Уктус,Вануату
Me-3990,Алтайские Авиалинии,Венгрия
MX-2508,Икар ООО,Абхазия
KI-3430,Аэропорт Оренбург,Германия
KB-1255,ВЗЛЕТ НПО, ЗАО,Виргинские острова, США
PK-9527,Авиастар-ТУ,Белиз
BA-9041,Арт Авиа,Доминика
KP-5828,Вертикаль-Т ООО,Катар
GB-1815,РУССЭЙР,Индонезия
ZB-9949,СЕВЕРСТАЛЬ АП ООО,Кирибати
BZ-3422,АТРАН,Кокосовые (Килинг) острова
MI-8596,Авиастар-ТУ,Беларусь
MU-2222,Геликс,Американское Самоа
HL-4368,Глобус,Беларусь
KZ-3425,Глобус,Бахрейн
Ie-3400,Грозный Авиа ПАО,Венесуэла Боливарианская Республика
SM-2294,Нордавиа-регион.АЛ,Гаити
KB-7282,Ельцовка АП ЗАО,Бахрейн
YG-9969,Восток,Барбадос
KI-7208,Аэрофлот ПАО,Бруней-Даруссалам
NL-8702,Роствертол-Авиа, ЗАО,Кипр
BT-6632,Арго,Гваделупа
CJ-8842,АТРАН,Белиз
IY-9228,Псковавиа,Индонезия
YV-4706,Уктус,Бельгия
VF-2543,СИМАРГЛ,Ангилья
WA-6917,Северо-Запад,Кабо-Верде
He-2339,Россия СЛО,Ботсвана
CV-7617,Ред Вингс АО,Американское Самоа
PI-8074,Авиакомпания СОКОЛ,Андорра
RV-6708,Абакан Эир,Вануату
XH-3044,Восток,Бельгия
PB-7819,Северо-Запад,Конго
GF-1334,ВОЛГА-ДНЕПР,Азербайджан
OS-3731,ПАНХ АК ООО (Улан-Удэ),Багамы
KN-1797,Аэропорт Оренбург,Вьетнам
OS-9049,Геликс,Кипр
KB-5974,АэроГео,Гана
DT-6951,Космос,Западная Сахара
WP-6444,Псковавиа,Ирак
ZK-9335,АЛРОСА Авиакомпания АО,Бангладеш
VP-1336,ДОНАВИА,Исландия
WN-3880,Вологодское АП,Китай
eN-1448,АЛРОСА Авиакомпания АО,Белиз
IM-5731,РОЯЛ ФЛАЙТ,Германия
DB-8470,АэроГео,Вануату
UX-9621,АРКТИКА,Вьетнам
LN-9819,КрасАвиа,Греция
QX-5077,Тулпар Эйр,Вьетнам
IF-1337,Бурал,Беларусь
UN-3724,Авиастар-ТУ,Вьетнам
SF-6895,Амурская авиабаза,Корея, Народно-Демократическая Республика
SF-7229,Икар ООО,Гренада
DL-9202,ВИТЯЗЬ-АЭРО АК ООО,Германия
WQ-2283,Грозный Авиа ПАО,Бельгия
DH-9831,Уральские авиалинии,Германия
SZ-9703,ИрАэро АК АО,Израиль
PK-3815,Ангара АК ЗАО,Иордания
GG-8502,ВЕКТОР АПК ООО,Алжир
TW-8451,Когалымавиа ООО,Азербайджан
PO-1150,Арго,Бонайре, Саба и Синт-Эстатиус
FH-9043,Икар ООО,Буркина-Фасо
LK-9200,Саратовские авиалинии,Андорра
RW-7668,Северный Ветер,Бельгия
WV-3733,Ред Вингс АО,Ирландия
IL-6698,Когалымавиа ООО,Болгария
VR-5758,Амурская авиабаза,Албания
WB-5014,ПАНХ НПК ОАО,Гренландия
BX-1507,БАРКОЛ,Корея, Народно-Демократическая Республика
CC-7843,Амурская авиабаза,Киргизия
JZ-9171,СИМАРГЛ,Джибути
MR-5303,Сибирь,Камбоджа
KO-8935,Норильск Авиа,Венгрия
ZF-6258,Аврора,Антарктида
RY-1823,Петрозаводск Аэропорт,Гватемала
GG-1533,Икар ООО,Камерун
KT-6390,Амур,Ангола
OY-2550,МЧС России ФГУАП,Бенин
OM-2234,РОЯЛ ФЛАЙТ,Бразилия
ZF-9257,АэроБратск,Виргинские острова, США
eN-5800,Балтийские авиалинии,Западная Сахара
LP-4665,Северо-Запад,Гайана
KP-8446,Авиакон Цитотранс,Гондурас
HW-7470,КрасАвиа,Виргинские острова, США
CD-5045,Когалымавиа ООО,Бангладеш
AL-7567,Победа,Джибути
XF-6892,Меридиан,Египет
WZ-4031,Космос,Кокосовые (Килинг) острова
TC-7719,Комиавиатранс ОАО,Корея, Народно-Демократическая Республика
TG-1542,РОЯЛ ФЛАЙТ,Гренада
VF-2293,Джет Эйр Групп,Канада
YU-9352,Конверс Авиа,Испания
LS-9482,Аэропорт Оренбург,Ботсвана
ZH-1151,Аэропорт Оренбург,Ангилья
NT-6443,Авиакомпания «Лайт Эйр»,Азербайджан
MG-3880,Аврора,Гондурас
CB-1281,ВИМ-АВИА,Бельгия
UC-8415,Костромское АП ОАО,Индонезия
IC-3589,Амур,Бруней-Даруссалам
eR-8995,ИрАэро АК АО,Китай
GK-6544,Роствертол-Авиа, ЗАО,Конго
RN-1924,АэроГео,Бонайре, Саба и Синт-Эстатиус
VK-3166,Аэрофлот ПАО,Гибралтар
RJ-3166,СИБИА,Италия
HQ-2386,ВИТЯЗЬ-АЭРО АК ООО,Ботсвана
XB-5856,ВЕКТОР АПК ООО,Киргизия
Se-2689,Ай Флай,Гондурас
PC-6146,Комиавиатранс ОАО,Ангилья
PG-4546,Вертикаль-Т ООО,Камерун
WS-8815,Аврора,Бермуды
eO-2300,Алтайские Авиалинии,Иордания
VX-4608,Оренбургские АЛ АО,Антарктида
KS-4538,СиЛА,Ботсвана
RG-8905,Восток,Гонконг
Me-6655,ВИТЯЗЬ-АЭРО АК ООО,Венесуэла Боливарианская Республика
KC-2617,Псковавиа,Конго
TC-7094,Вологодское АП,Британская территория в Индийском океане
NQ-6325,РУССЭЙР,Джибути
BO-4294,Саратовские авиалинии,Израиль
SB-5519,Амурская авиабаза,Босния и Герцеговина
QZ-4260,Россия СЛО,Киргизия
WR-5291,СИБИА,Босния и Герцеговина
NT-7727,Псковавиа,Гаити
eJ-2274,Аэрофлот ПАО,Ирландия
RD-8790,ТУРУХАН,Ирак
FI-9617,СИБИА,Китай
HC-8052,Ижавиа ОАО,Йемен
VL-9804,Норильск Авиа,Кения
MI-4889,ВОЛГА-ДНЕПР,Гаити
PS-6817,ВЗЛЕТ НПО, ЗАО,Ангилья
PM-4074,ВЗЛЕТ НПО, ЗАО,Бруней-Даруссалам
RV-8160,Дельта К,Багамы
TP-3441,Абакан Эир,Дания
DK-7457,Северо-Запад,Армения
IL-6064,ПАНХ АК ООО (Улан-Удэ),Корея, Республика
UO-5760,СИРИУС-АЭРО,Конго, Демократическая Республика
CA-5891,ВЕКТОР АПК ООО,Корея, Народно-Демократическая Республика
VI-7909,Аэропорт Оренбург,Алжир
WF-3906,Россия Авиакомпания АО,Алжир
KW-5516,Россия Авиакомпания АО,Бенин
HP-4189,Икар ООО,Азербайджан
MB-8118,Псковавиа,Габон
VN-2568,РКП «АК «Тува Авиа»,Греция
QW-9305,Аврора,Замбия
YN-9488,Джет Эйр Групп,Замбия
SW-9190,Сибирь,Венесуэла Боливарианская Республика
IQ-8703,АЗУР эйр,Гайана
KN-8047,Конверс Авиа,Гана
PC-8006,Аврора,Армения
Je-2146,ПАНХ АК ООО (Улан-Удэ),Австралия
